q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3,queue
1623,withdrawn,4/15/2019,,,,CAISO,TRIUMPH SOLAR,,SCE,tulare,,,CA,CAISO,Full Capacity,Vestal Substation 230 kV,12/1/2023,,Feasibility Study,Solar+Battery,Solar,Battery,,300,150,,1336
1646,active,4/15/2019,,,,CAISO,DOUBLE BUTTE STORAGE,,SCE,riverside,,,CA,CAISO,Energy Only,Valley Substation 500 kV,,In Progress,Facility study,Battery,Battery,,,508,,,1337
1579,withdrawn,4/15/2019,,,,CAISO,ROBIN SOLAR HYBRID,,PGAE,monterey,,,CA,CAISO,Full Capacity,Soledad Substation 60kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,30,30,,1338
1608,active,4/15/2019,6/18/2021,,,CAISO,AVOCET STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Hinson Substation 230kV,6/30/2023,Executed,IA Executed,Battery,Battery,,,200,,,1339
1626,withdrawn,4/15/2019,,,,CAISO,SAGEBRUSH 6 HYBRID,,SCE,kern,,,CA,CAISO,Full Capacity,Vincent Substation 230kV,12/1/2022,,System Impact Study,Solar+Battery,Solar,Battery,,116,114,,1340
1639,withdrawn,4/15/2019,,,,CAISO,CONSECHA,,SCE,riverside,,,CA,CAISO,Full Capacity,Devers Substation 230kV,,,Feasibility Study,Battery,Battery,,,101,,,1341
1668,withdrawn,4/15/2019,,,,CAISO,SUFFOLK STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Mesa Heights Substation 69kV,12/1/2021,,System Impact Study,Battery,Battery,,,51,,,1342
1568,active,4/15/2019,,,,CAISO,AIR STATION 1,,PGAE,kings,,,CA,CAISO,Energy Only,Henrietta-Lemoore NAS 70 kV,,In Progress,Facility study,Solar+Battery,Solar,Battery,,21,21,,1343
1667,active,4/15/2019,,,,CAISO,SUNRISE BUTTE,,SDGE,imperial,,,CA,CAISO,Energy Only,Imperial Valley Substation 230 kV,,,Facility study,Solar+Battery,Solar,Battery,,0,150,,1344
1578,withdrawn,4/15/2019,,,,CAISO,JOURNEY STORAGE,,PGAE,kings,,,CA,CAISO,Full Capacity,Henrietta Substation 230kV,,,Feasibility Study,Battery,Battery,,,355,,,1345
1617,active,4/15/2019,,,,CAISO,LOCKHART SOLAR 2,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Kramer Substation 230kV,12/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,82,73,,1346
1644,withdrawn,4/15/2019,,,,CAISO,SAN BERNARDINO BESS,,SCE,san bernardino,,,CA,CAISO,Full Capacity,San Bernardino Substation 220kV,,,System Impact Study,Battery,Battery,,,308,,,1347
1614,withdrawn,4/15/2019,,,,CAISO,CITADEL ESS,,SCE,orange,,,CA,CAISO,Full Capacity,Johanna Substation 230 kV,12/1/2023,,Feasibility Study,Battery,Battery,,,200,,,1348
1606,withdrawn,4/15/2019,,,,CAISO,ELLIS BESS,,SCE,orange,,,CA,CAISO,Full Capacity,Ellis Substation 220kV,,,Feasibility Study,Battery,Battery,,,203,,,1349
1666,withdrawn,4/15/2019,,,,CAISO,SALTON SOLAR,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230kV,12/1/2023,,System Impact Study,Solar+Battery,Solar,Battery,,421,211,,1350
1661,active,4/15/2019,,,,CAISO,OBSIDIAN STORAGE,,SDGE,baja california,,,MX,CAISO,Energy Only,East County Substation 230 kV,12/1/2024,,Facility study,Wind,Wind,,,300,,,1351
1615,active,4/15/2019,6/18/2021,,,CAISO,KESTREL STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Walnut Substation 220kV,6/30/2023,Executed,IA Executed,Battery,Battery,,,200,,,1352
1634,withdrawn,4/15/2019,,,,CAISO,GARCES HYBRID SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,203,200,,1353
1594,withdrawn,4/15/2019,,,,CAISO,GRAND LAKE HYBRID SOLAR,,PGAE,kings,,,CA,CAISO,Energy Only,Gates-Midway 230kV,,,Facility Study,Solar+Battery,Solar,Battery,,254,250,,1354
1642,active,4/15/2019,4/27/2021,,,CAISO,OBERON,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 500kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,518,518,,1355
1566,withdrawn,4/15/2019,,,,CAISO,TYRE,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Valley Springs #2 60 kV,,,System Impact Study,Solar+Battery,Solar,Battery,,56,56,,1356
1611,active,4/15/2019,,,,CAISO,COMMERCE ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Laguna Bell Substation 230kV,1/1/2023,Executed,IA Executed,Battery,Battery,,,250,,,1357
1592,withdrawn,4/15/2019,,,,CAISO,OATFIELD HYBRID SOLAR,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates-Templeton 230 kV,,,System Impact Study,Solar+Battery,Solar,Battery,,500,500,,1358
1542,withdrawn,4/15/2019,,,,CAISO,CAPETOWN 2 HYBRID,,PGAE,humboldt,,,CA,CAISO,Full Capacity,Bridgeville Substation 115kV,6/30/2021,,System Impact Study,Wind+Battery,Wind,Battery,,55,51,,1359
1544,withdrawn,4/15/2019,,,,CAISO,RANCHERO SOLAR,,PGAE,colusa,,,CA,CAISO,Full Capacity,Delevan Substation 230kV,12/1/2023,,Feasibility Study,Solar+Battery,Solar,Battery,,300,150,,1360
1547,withdrawn,4/15/2019,,,,CAISO,BRADMOOR SOLAR,,PGAE,solano,,,CA,CAISO,Full Capacity,Lambie SW Station-Birds Landing 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,362,357,,1361
1596,active,4/15/2019,,,,CAISO,BUTTONBUSH SOLAR HYBRID ENERGY CENTER,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway 500 kV,11/1/2025,Executed,IA Executed,Solar+Battery,Solar,Battery,,818,818,,1362
1637,withdrawn,4/15/2019,,,,CAISO,SOLO,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 500kV,,,System Impact Study,Solar+Battery,Solar,Battery,,518,518,,1363
1543,withdrawn,4/15/2019,,,,CAISO,BEAUCHAMP 2 SOLAR,,PGAE,colusa,,,CA,CAISO,Full Capacity,Cortina Substation 115kV,12/1/2023,,System Impact Study,Solar+Battery,Solar,Battery,,150,75,,1364
1658,withdrawn,4/15/2019,,,,CAISO,CARDINAL STORAGE,,SDGE,imperial,,,CA,CAISO,Energy Only,Imperial Valley Substation 230kV,6/30/2023,,Facility Study,Battery,Battery,,,200,,,1365
1546,withdrawn,4/15/2019,,,,CAISO,TATTON STORAGE 1,,PGAE,mendocino,,,CA,CAISO,Full Capacity,Elk-Gualala 60 kV,12/1/2021,,System Impact Study,Battery,Battery,,,31,,,1366
1586,active,4/15/2019,,,,CAISO,ARCTURUS,,PGAE,kern,,,CA,CAISO,Energy Only,Arco 230 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,152,152,,1367
1587,active,4/15/2019,,,,CAISO,KINGSROAD HYBRID SOLAR,,PGAE,kern,,,CA,CAISO,Energy Only,Arco 230 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,102,102,,1368
1676,withdrawn,4/15/2019,,,,CAISO,CHAPARREL STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Warners Substation 69kV,12/1/2023,,Feasibility Study,Battery,Battery,,,50,,,1369
1564,withdrawn,4/15/2019,,,,CAISO,TRIM BESS,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Trimble Substation 115kV,5/31/2023,,System Impact Study,Battery,Battery,,,100,,,1370
1581,withdrawn,4/15/2019,,,,CAISO,PINEBROOK SOLAR HYBRID ENERGY CENTER,,PGAE,fresno,,,CA,CAISO,Full Capacity,Los Banos-Gates #1 500 kV,11/1/2024,,System Impact Study,Solar+Battery,Solar,Battery,,1537,1537,,1371
1549,withdrawn,4/15/2019,,,,CAISO,MIRANDA ESS,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Los Esteros Substation 115kV,12/1/2023,,System Impact Study,Battery,Battery,,,200,,,1372
1610,withdrawn,4/15/2019,,,,CAISO,SUPERBA STORAGE 1,,SCE,orange,,,CA,CAISO,Full Capacity,Johanna Substation 230 kV,12/1/2021,,System Impact Study,Battery,Battery,,,305,,,1373
1657,active,4/15/2019,9/9/2021,,,CAISO,SANDPIPER STORAGE,,SDGE,orange,,,CA,CAISO,Partial Capacity,Talega Substation 138 kV,6/30/2023,Executed,IA Executed,Battery,Battery,,,200,,,1374
1573,withdrawn,4/15/2019,,,,CAISO,BOYCE SOLAR HYBRID,,PGAE,fresno,,,CA,CAISO,Energy Only,Jayne Substation 70kV,7/16/2022,,System Impact Study,Solar+Battery,Solar,Battery,,28,28,,1375
1541,withdrawn,4/15/2019,,,,CAISO,BRIGHT STAR HYBRID,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Brighton-Bellota 230kV,,,System Impact Study,Solar+Battery,Solar,Battery,,362,357,,1376
1630,withdrawn,4/15/2019,,,,CAISO,DRACO SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230 kV,12/1/2023,,Feasibility Study,Solar+Battery,Solar,Battery,,250,125,,1377
1650,active,4/15/2019,,,,CAISO,ROUGH HAT HYBRID SOLAR,,GLW,nye,,,NV,CAISO,Full Capacity,Trout Canyon Substation 230 kV,,In Progress,Facility study,Solar+Battery,Solar,Battery,,204,200,,1378
1659,withdrawn,4/15/2019,,,,CAISO,PRIMAVERA STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,ECO 230kV,12/1/2023,,Feasibility Study,Battery,Battery,,,200,,,1379
1570,withdrawn,4/15/2019,,,,CAISO,CARBONERA 1 HYBRID SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Coalinga#1-San Miguel 70 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,51,50,,1380
1548,withdrawn,4/15/2019,,,,CAISO,LORINER STORAGE,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Morgan Hill Substation 115kV,,,Facility Study,Battery,Battery,,,30,,,1381
1584,withdrawn,4/15/2019,,,,CAISO,RIVIERA SOLAR,,PGAE,madera,,,CA,CAISO,Full Capacity,Wilson-Oro Loma 115 kv,,,Feasibility Study,Solar,Solar,,,75,,,1382
1616,withdrawn,4/15/2019,,,,CAISO,HIGHWIND ENERGY CENTER,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV,,,Feasibility Study,Solar+Wind+Battery,Solar,Wind,Battery,52,65,28,1383
1621,withdrawn,4/15/2019,,,,CAISO,YELLOW HAY HYBRID SOLAR,,SCE,tulare,,,CA,CAISO,Full Capacity,Magunden-Springville #1 220 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,200,200,,1384
1556,withdrawn,4/15/2019,,,,CAISO,SPINDRIFT HYBRID SOLAR,,PGAE,sutter,,,CA,CAISO,Full Capacity,Rio Oso Substation 115kV,,,System Impact Study,Solar+Battery,Solar,Battery,,102,102,,1385
1565,active,4/15/2019,9/13/2021,,,CAISO,DYNAMO SOLAR,,PGAE,napa,,,CA,CAISO,Full Capacity,Tulucay 60 kV,6/30/2023,Executed,IA Executed,Solar,Solar,,,25,,,1386
1635,withdrawn,4/15/2019,,,,CAISO,YEAGER HYBRID SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 500kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,407,407,,1387
1625,active,4/15/2019,,,,CAISO,ANGELENO SOLAR FARM,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent Substation 500kV,6/1/2023,Executed,IA Executed,Solar+Battery,Solar,Battery,,1150,1150,,1388
1550,active,4/15/2019,,,,CAISO,TANAGER STORAGE,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Los Esteros 230 kV,6/30/2023,Executed,IA Executed,Battery,Battery,,,200,,,1389
1603,withdrawn,4/15/2019,,,,CAISO,RIGAL,,SCE,kern,,,CA,CAISO,Full Capacity,Inyokern-Randsburg 115 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,203,203,,1390
1597,withdrawn,4/15/2019,,,,CAISO,OSO ROJO GOLF COURSE,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway-Wheeler Ridge 230kV,7/31/2021,,System Impact Study,Solar,Solar,,,140,,,1391
1563,withdrawn,4/15/2019,,,,CAISO,BAY SUNSHINE HYBRID SOLAR,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Tesla Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,51,51,,1392
1598,withdrawn,4/15/2019,,,,CAISO,AGUA AMARGA WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,SOLARSS Switching Station,,,System Impact Study,Wind,Wind,,,403,,,1393
1545,withdrawn,4/15/2019,,,,CAISO,MARESTE BESS,,PGAE,alameda,,,CA,CAISO,Full Capacity,Grant Eastshore #1 115kV,5/31/2023,,Feasibility Study,Battery,Battery,,,99,,,1394
1577,withdrawn,4/15/2019,,,,CAISO,IRRIGOSA,,PGAE,madera,,,CA,CAISO,Full Capacity,Gregg Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,153,77,,1395
1632,active,4/15/2019,,,,CAISO,SANBORN HYBRID 3,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 500kV,12/1/2023,Executed,IA Executed,Solar+Battery,Solar,Battery,,779,672,,1396
1669,active,4/15/2019,,,,CAISO,POME BESS,,SDGE,san diego,,,CA,CAISO,Full Capacity,Pomerado Substation 69 kV,5/31/2023,Executed,IA Executed,Battery,Battery,,,102,,,1397
1641,active,4/15/2019,,,,CAISO,RAMPA,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Etiwanda Substation 230kV,,Executed,IA Executed,Battery,Battery,,,101,,,1398
1633,withdrawn,4/15/2019,,,,CAISO,DESERT FLOWER WIND FARM,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230 kV,,,Feasibility Study,Wind,Wind,,,86,,,1399
1561,withdrawn,4/15/2019,,,,CAISO,TESOSTER,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Tesla-Weber 230kV,4/15/2023,,System Impact Study,Solar+Battery,Solar,Battery,,244,61,,1400
1648,withdrawn,4/15/2019,,,,CAISO,BULLHEAD SOLAR,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave Substation 500kV,12/1/2023,,Feasibility Study,Solar+Battery,Solar,Battery,,400,200,,1401
1591,withdrawn,4/15/2019,,,,CAISO,CHAMISE,,PGAE,kern,,,CA,CAISO,Energy Only,Midway-Tupman-Rio Bravo-Renfro 115 kV,,In Progress,Facility Study,Solar+Battery,Solar,Battery,,56,22,,1402
1572,withdrawn,4/15/2019,,,,CAISO,POPPY,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates Substation 230kV,7/31/2021,,Feasibility Study,Solar,Solar,,,185,,,1403
1604,active,4/15/2019,7/29/2021,,,CAISO,ARATINA SOLAR CENTER 2,,SCE,kern,,,CA,CAISO,Full Capacity,Kramer Substation 230kV,6/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,200,200,,1404
1595,withdrawn,4/15/2019,,,,CAISO,PEONY,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway 230kV,7/31/2021,,System Impact Study,Solar,Solar,,,359,,,1405
1649,active,4/15/2019,,,,CAISO,BONANZA SOLAR,,GLW,clark,nye,,NV,CAISO,Partial Capacity,Innovation Substation 230 kV,12/1/2023,Executed,IA Executed,Solar+Battery,Solar,Battery,,300,150,,1406
1672,withdrawn,4/15/2019,,,,CAISO,BOULDER OAKS HYBRID,,SDGE,san diego,,,CA,CAISO,Full Capacity,ECO-Miguel 500kV,9/30/2021,,System Impact Study,Wind+Battery,Wind,Battery,,206,205,,1407
1651,withdrawn,4/15/2019,,,,CAISO,BLACK HILLS PLAYA A SOLAR,,GLW,clark,,,NV,CAISO,Full Capacity,Sloan Canyon Switching Station 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,102,51,,1408
1636,active,4/15/2019,,,,CAISO,CALYPSO SOLAR,,SCE,riverside,,,CA,CAISO,Energy Only,Colorado River Substation 230kV,12/1/2023,Executed,IA Executed,Solar+Battery,Solar,Battery,,400,400,,1409
1599,withdrawn,4/15/2019,,,,CAISO,LION ROCK OFFSHORE WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Morro Bay Substation 230kV,4/1/2026,,System Impact Study,Offshore Wind,Offshore Wind,,,627,,,1410
1574,withdrawn,4/15/2019,,,,CAISO,BIG DUCK STORAGE,,PGAE,fresno,,,CA,CAISO,Full Capacity,Panoche Substation 230 kV,7/1/2022,,System Impact Study,Battery,Battery,,,462,,,1411
1647,active,4/15/2019,,,,CAISO,ANGORA SOLAR FARM,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave Substation 500kV,10/1/2022,,Facility study,Solar+Battery,Solar,Battery,,700,700,,1412
1675,operational,4/15/2019,,,,CAISO,RESAVA ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Energy Only,Valley Center Substation 69 kV,,,Facility Study,Battery,Battery,,,20,,,1413
1631,active,4/15/2019,2/7/2021,,,CAISO,BELLEFIELD 2 SOLAR FARM,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 220kV,10/1/2022,Executed,IA Executed,Solar+Battery,Solar,Battery,,500,500,,1414
1557,active,4/15/2019,,,,CAISO,NOOSA ENERGY STORAGE,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Ripon 115 kV,,Executed,IA Executed,Battery,Battery,,,100,,,1415
1670,active,4/15/2019,3/18/2021,,,CAISO,PEREGRINE STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Silvergate Substation 230 kV,6/30/2023,Executed,IA Executed,Battery,Battery,,,200,,,1416
1605,withdrawn,4/15/2019,,,,CAISO,CAYENNE ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Chino Substation 220kV,,,Feasibility Study,Battery,Battery,,,102,,,1417
1660,active,4/15/2019,,,,CAISO,CIMARRON WIND,,SDGE,tecate,,,MX,CAISO,Energy Only,East County Substation 230 kV,,Executed,IA Executed,Wind,Wind,,,353,,,1418
1674,withdrawn,4/15/2019,,,,CAISO,SV ENERGY STORAGE FACILITY,,SDGE,san diego,,,CA,CAISO,Full Capacity,Sycamore Canyon Substation 230kV,4/1/2026,,Feasibility Study,Battery,Battery,,,500,,,1419
1627,withdrawn,4/15/2019,,,,CAISO,UNA LAKE SOLAR,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,627,616,,1420
1656,withdrawn,4/15/2019,,,,CAISO,GYPSY ESS,,SDGE,san diego,,,CA,CAISO,Full Capacity,Bay-Boulevard 230kV,12/1/2023,,Facility Study,Battery,Battery,,,200,,,1421
1554,withdrawn,4/15/2019,,,,CAISO,HERCULIS,,PGAE,alameda,,,CA,CAISO,Full Capacity,Oakland J-Grant 115kV,,,System Impact Study,Battery,Battery,,,101,,,1422
1663,active,4/15/2019,,,,CAISO,HOODINI,,SDGE,yuma,,,AZ,CAISO,Energy Only,Hoodoo Wash Switchyard 500 kV,5/31/2023,,Facility study,Solar+Battery,Solar,Battery,,460,113,,1423
1662,active,4/15/2019,,,,CAISO,VENTASSO ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,El Cajon Substation 69 kV,,Executed,IA Executed,Battery,Battery,,,51,,,1424
1622,withdrawn,4/15/2019,,,,CAISO,BARRENSPRING,,SCE,tulare,,,CA,CAISO,Full Capacity,Springville-Rector 220kV line,4/15/2023,,System Impact Study,Solar+Battery,Solar,Battery,,244,64,,1425
1612,withdrawn,4/15/2019,,11/17/2021,,CAISO,SPEEDWAY ESS,,SCE,los angeles,,,CA,CAISO,Full Capacity,Rio Hondo Substation 230kV,12/1/2023,,Facility Study,Battery,Battery,,,200,,,1426
1600,withdrawn,4/15/2019,,,,CAISO,SEAWOLF GENERATION,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Midway-Diablo Canyon #2,,,System Impact Study,Wind+Battery,Wind,Battery,,1568,319,,1427
1638,withdrawn,4/15/2019,,,,CAISO,VENTUS RENEWABLE ENERGY CENTER,,SCE,riverside,,,CA,CAISO,Full Capacity,Devers Substation 230kV,,,Feasibility Study,Solar+Wind+Battery,Solar,Wind,Battery,209,230,205,1428
1562,withdrawn,4/15/2019,,,,CAISO,NIKOVASTER,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Tesla-Westley 230kV,4/15/2023,,Feasibility Study,Solar+Battery,Solar,Battery,,244,61,,1429
1671,active,4/15/2019,,,,CAISO,MARINE DEPOT,,SDGE,san diego,,,CA,CAISO,Energy Only,Point Loma Substation 69 kV,,,Facility study,Battery,Battery,,,27,,,1430
1589,withdrawn,4/15/2019,,,,CAISO,NIMITZ 1 GENERATION,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Diablo Canyon-Gates 500kV,,,Feasibility Study,Wind+Battery,Wind,Battery,,1568,319,,1431
1664,active,4/15/2019,,,,CAISO,VOLTA DE MEXICALI,,SDGE,sonora,,,MX,CAISO,Energy Only,Imperial Valley Substation 230 kV,,,Facility study,Battery,Battery,,,500,,,1432
1590,withdrawn,4/15/2019,,,,CAISO,NIMITZ 2 GENERATION,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Diablo Canyon-Gates 500kV,4/1/2026,,System Impact Study,Offshore Wind+Battery,Offshore Wind,Battery,,1568,319,,1433
1560,withdrawn,4/15/2019,,,,CAISO,NIKOLA NORTE,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Tesla-Stagg 230kV,4/15/2023,,Feasibility Study,Solar+Battery,Solar,Battery,,244,61,,1434
1582,withdrawn,4/15/2019,,,,CAISO,SUGARLOAF HYBRID SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Panoche Substation 230kV,,,System Impact Study,Solar+Battery,Solar,Battery,,153,150,,1435
1580,withdrawn,4/15/2019,,,,CAISO,STEVINSON,,PGAE,merced,,,CA,CAISO,Full Capacity,Livingston Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,67,32,,1436
1613,withdrawn,4/15/2019,,,,CAISO,TRESTLES ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Rio Hondo Substation 220kV,,,Feasibility Study,Battery,Battery,,,434,,,1437
1585,withdrawn,4/15/2019,,,,CAISO,STORM,,PGAE,kern,,,CA,CAISO,Full Capacity,Olive SW Station-Smyrna 115kV,7/31/2021,,Feasibility Study,Solar,Solar,,,51,,,1438
1628,withdrawn,4/15/2019,,,,CAISO,FORT TEJON SOLAR,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent Substation 230kV,,,Facility Study,Solar+Battery,Solar,Battery,,310,306,,1439
1588,withdrawn,4/15/2019,,,,CAISO,LAS BRISAS OFFSHORE WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Diablo Canyon Switching Station 500kV,4/1/2026,,Feasibility Study,Offshore Wind,Offshore Wind,,,1188,,,1440
1559,withdrawn,4/15/2019,,,,CAISO,TEMPEST GENERATION,,PGAE,humboldt,,,CA,CAISO,Full Capacity,Round Mountain Substation 500kV,,,System Impact Study,Offshore Wind+Battery,Offshore Wind,Battery,,1568,319,,1441
1571,withdrawn,4/15/2019,,,,CAISO,EASTSIDE,,PGAE,merced,,,CA,CAISO,Full Capacity,El Nido Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,82,42,,1442
1539,active,5/7/2019,7/12/2021,,,CAISO,IRVING STORAGE,,PGAE,monterey,,,CA,CAISO,Full Capacity,Moss Landing 500 kV,12/1/2022,Executed,IA Executed,Battery,Battery,,,783,,,1443
1540,operational,5/7/2019,9/22/2020,,,CAISO,PLANO STORAGE,,PGAE,monterey,,,CA,CAISO,Full Capacity,Moss Landing Substation 500kV,12/1/2021,Executed,IA Executed,Battery,Battery,,,365,,,1444
1677,withdrawn,4/1/2020,,,,CAISO,SYCAMORE EXPANSION,,SCE,kern,,,CA,CAISO,Full Capacity,Magunden,12/1/2019,,Feasibility Study,Other,Co-Gen,,,60,,,1444
1679,operational,4/14/2020,,,3/30/2021,CAISO,POINT WIND FAST TRACK,,SCE,kern,,,CA,CAISO,Energy Only,Vincent Sub,11/1/2020,Executed,IA Executed,Wind,Wind,,,1.6,,,1444
1710,withdrawn,4/15/2020,,,,CAISO,ALBA,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,155,78,,1444
1776,active,4/15/2020,,,,CAISO,VENTOSO,,SCE,san bernardino,,,CA,CAISO,Energy Only,COOLWATER SUBSTATION 115kV,,Executed,IA Executed,Solar+Wind+Battery,Solar,Wind,Battery,207,212,204,1444
1795,active,4/15/2020,,,,CAISO,ARIDA 3 SOLAR FARM,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave Substation 500kV,4/1/2025,,Facility study,Solar+Battery,Solar,Battery,,450,450,,1444
1713,active,4/15/2020,,,,CAISO,LEAD,,PGAE,kings,,,CA,CAISO,Full Capacity,GWF Hanford 115 kV,8/1/2023,Executed,IA Executed,Battery,Battery,,,33,,,1444
1686,withdrawn,4/15/2020,,,,CAISO,CHICKAREE HYBRID SOLAR,,PGAE,butte,,,CA,CAISO,Full Capacity,Table Mountain Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,87,87,,1444
1688,active,4/15/2020,,,,CAISO,CROSSROADS STORAGE,,PGAE,shasta,,,CA,CAISO,Energy Only,Round Mountain 230 kV,,,Facility study,Battery,Battery,,,313,,,1444
1793,withdrawn,4/15/2020,,,,CAISO,VALOREM,,SCE,kern,,,CA,CAISO,Full Capacity,HIGHWIND SUBSTATION 230kV,,,System Impact Study,Solar+Wind+Battery,Solar,Wind,Battery,208,207,204,1445
1701,withdrawn,4/15/2020,,,,CAISO,ORIGIN ENERGY STORAGE,,PGAE,shasta,,,CA,CAISO,Full Capacity,Cottonwood Substation 115kV,6/15/2023,,Feasibility Study,Battery,Battery,,,102,,,1446
1695,active,4/15/2020,,,,CAISO,MEADOWS ENERGY STORAGE,,PGAE,placer,,,CA,CAISO,Energy Only,Atlantic 60 kV,6/15/2023,,Facility study,Battery,Battery,,,102,,,1447
1730,withdrawn,4/15/2020,,,,CAISO,AUSTIN ES,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Morro Bay Substation 230kV,12/1/2024,,Facility Study,Battery,Battery,,,204,,,1448
1737,withdrawn,4/15/2020,,,,CAISO,KAIROS HYBRID,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,359,179,,1449
1687,active,4/15/2020,,,,CAISO,CONAWAY HYBRID POWER PLANT,,PGAE,yolo,,,CA,CAISO,Energy Only,Woodland-Davis 115 kV Line,1/1/2023,,Facility study,Solar+Battery,Solar,Battery,,85,85,,1450
1812,active,4/15/2020,,,,CAISO,ELISABETH,,SDGE,yuma,,,AZ,CAISO,Energy Only,Hoodoo Wash Switchyard 500 kV,12/1/2024,In Progress,Facility study,Solar+Battery,Solar,Battery,,365,311,,1451
1774,active,4/15/2020,,,,CAISO,OVERNIGHT SOLAR,,SCE,san bernardino,,,CA,CAISO,Energy Only,Kramer Substation 230kV,,In Progress,Facility study,Solar+Battery,Solar,Battery,,150,150,,1452
